iter	Logloss
247	0.1527345749
248	0.1523437642
249	0.1518612047
250	0.1515810398
251	0.1513690587
252	0.1508051368
253	0.1504122177
254	0.1503142093
255	0.1498253808
256	0.1494243812
257	0.1490716479
258	0.148582275
259	0.1481168147
260	0.1475563223
261	0.1473162841
262	0.1469347473
263	0.1464800177
264	0.1463864469
265	0.1460011823
266	0.1455429606
267	0.1453046805
268	0.1447917706
269	0.1443988684
270	0.1440734348
271	0.1438340907
272	0.1434477075
273	0.1431515634
274	0.142817198
275	0.1424530333
276	0.1421204719
277	0.1416472367
278	0.1412663745
279	0.140681313
280	0.1403031757
281	0.1398689052
282	0.1395968984
283	0.139353337
284	0.1389565818
285	0.1385131481
286	0.1381375284
287	0.137777004
288	0.1373282995
289	0.137103235
290	0.1365378582
291	0.1360722086
292	0.1358550788
293	0.135623849
294	0.1353410589
295	0.1350926712
296	0.1347328629
297	0.134490364
298	0.1341858279
299	0.1338573371
300	0.1333547569
301	0.1330696705
302	0.1327684077
303	0.1322717797
304	0.1317902305
305	0.1315740375
306	0.1313401881
307	0.1310629714
308	0.13065055
309	0.1305000033
310	0.1302761887
311	0.1300667703
312	0.129714364
313	0.1293201027
314	0.1289509088
315	0.128685102
316	0.1283404018
317	0.1280133906
318	0.1277170246
319	0.1273349903
320	0.126938541
321	0.1267195821
322	0.1264332391
323	0.1261688964
324	0.125968455
325	0.1259191835
326	0.1257100188
327	0.125526158
328	0.1253003843
329	0.1249083701
330	0.1246255416
331	0.1244259352
332	0.1239776515
333	0.1238100389
334	0.1234159417
335	0.1230756857
336	0.1227373753
337	0.1224662843
338	0.1221123561
339	0.1219277871
340	0.1216665558
341	0.1214677182
342	0.1211222162
343	0.120807998
344	0.1206492143
345	0.1203740261
346	0.1201591731
347	0.1198869044
348	0.1196953698
349	0.1194797955
350	0.119237028
351	0.1191650044
352	0.1188160079
353	0.1185273505
354	0.1183413674
355	0.1181738116
356	0.117930948
357	0.1176915381
358	0.1174883232
359	0.1173987081
360	0.1171095907
361	0.1168238337
362	0.1166435038
363	0.1162949935
364	0.1161237351
365	0.1158420269
366	0.1155669304
367	0.1154319991
368	0.1152313761
369	0.1150583944
370	0.1149903137
371	0.1146686938
372	0.1143486137
373	0.1142381821
374	0.1140214816
375	0.1138910041
376	0.1136812879
377	0.1133744496
378	0.1130964321
379	0.112875044
380	0.1126969586
381	0.11250875
382	0.1121825716
383	0.1118901009
384	0.1115934366
385	0.1114007935
386	0.1111963033
387	0.1110394319
388	0.1107490865
389	0.110588912
390	0.110323227
391	0.1100472248
392	0.1097972883
393	0.1096001463
394	0.1094503277
395	0.1092768809
396	0.1091187711
397	0.1089591338
398	0.1088536688
399	0.1085851555
400	0.1082786068
401	0.1080307086
402	0.1077676115
403	0.1076584157
404	0.1074507356
405	0.1071864608
406	0.107002468
407	0.106828834
408	0.1064806464
409	0.1062459626
410	0.1061231926
411	0.1058427039
412	0.1056796988
413	0.1054041396
414	0.1051016807
415	0.104893492
416	0.1047503351
417	0.1045702194
418	0.104331786
419	0.1040078813
420	0.1037518049
421	0.1034793918
422	0.103372989
423	0.1030906755
424	0.1028148619
425	0.1026399853
426	0.1024011477
427	0.1023556532
428	0.1021691206
429	0.1019870584
430	0.1018654361
431	0.1016229889
432	0.1013726744
433	0.1011661497
434	0.1009731115
435	0.1007989107
436	0.1006362147
437	0.1005205187
438	0.1002413495
439	0.100059484
440	0.09979903128
441	0.09963554487
442	0.09953559403
443	0.09938627108
444	0.09919543521
445	0.0990173679
446	0.09882116602
447	0.0986604785
448	0.09849316892
449	0.09831860326
450	0.09818279327
451	0.09797105567
452	0.09778995604
453	0.09757149848
454	0.09727080344
455	0.09714591326
456	0.09690854007
457	0.0967018981
458	0.09660860785
459	0.09644169149
460	0.09623762746
461	0.09617648027
462	0.09592391185
463	0.09567346576
464	0.0954656967
465	0.09525800613
466	0.09506654687
467	0.09489348871
468	0.09456724842
469	0.09433171054
470	0.09406693678
471	0.09394018314
472	0.09369206269
473	0.09348290289
474	0.09335811329
475	0.09295917311
476	0.09276513697
477	0.09272814612
478	0.09258326711
479	0.0922906798
480	0.09201332794
481	0.09165425783
482	0.09154585016
483	0.09136571522
484	0.09122996346
485	0.09108620127
486	0.09089196574
487	0.09069461687
488	0.09058700977
489	0.09024582744
490	0.0901790807
491	0.08992900186
492	0.0896669896
493	0.08956081867
494	0.08944617885
495	0.08925460459
496	0.08906698053
497	0.08893686522
498	0.08874567305
499	0.08856721245
500	0.08842150155
501	0.08809876246
502	0.08794962206
503	0.08790074583
504	0.08778436086
505	0.08756983972
506	0.08728621743
507	0.08707509863
508	0.08687543957
509	0.08650837644
510	0.08628924521
511	0.08608436728
512	0.08578221393
513	0.08559277847
514	0.08548440183
515	0.08526785113
516	0.08494879451
517	0.08476453078
518	0.08458359132
519	0.08444998973
520	0.08425772361
521	0.08422571836
522	0.08396105591
523	0.08373444861
524	0.08362508738
525	0.08334854824
526	0.08318811656
527	0.08288756613
528	0.08271870906
529	0.08259687908
530	0.08239003949
531	0.0821718924
532	0.08198826164
533	0.08190374091
534	0.08176697798
535	0.08159519423
536	0.08143432377
537	0.08140036564
538	0.08137245145
539	0.08134947491
540	0.08118066666
541	0.08111292624
542	0.08091910959
543	0.08066821019
544	0.08040870604
545	0.08023033073
546	0.07998796715
547	0.07979535892
548	0.07951850283
549	0.07942269295
550	0.07928612956
551	0.0792036428
552	0.07909235205
553	0.07880849678
554	0.07856367755
555	0.07846900692
556	0.07824364979
557	0.07804860849
558	0.0778903897
559	0.07759501262
560	0.07732787552
561	0.07713418835
562	0.07705821963
563	0.07700665601
564	0.07698934389
565	0.07687708931
566	0.07684019392
567	0.07681442915
568	0.07655515299
569	0.07639557296
570	0.07634360586
571	0.07619376905
572	0.07613480347
573	0.07589218505
574	0.07576192502
575	0.07554443148
576	0.07551979062
577	0.07532585346
578	0.07504142394
579	0.07484524512
580	0.07462105385
581	0.07446417136
582	0.07424063247
583	0.07410932895
584	0.07395089471
585	0.07375479431
586	0.07369097179
587	0.0734821295
588	0.07335114813
589	0.07326624255
590	0.07305834777
591	0.07290840467
592	0.07288392297
593	0.072677793
594	0.07255072355
595	0.07248650338
596	0.07225794804
597	0.07211294444
598	0.07189205441
599	0.07168311164
600	0.07167013128
601	0.07165335219
602	0.07149029501
603	0.07135898217
604	0.07120263226
605	0.07118270065
606	0.07102293362
607	0.07092281541
608	0.0708112397
609	0.07078464301
610	0.07063275307
611	0.0704949781
612	0.07043308348
613	0.07040896642
614	0.07017835175
615	0.07006476982
616	0.0699600165
617	0.06972729526
618	0.06962403202
619	0.06939275138
620	0.06916482204
621	0.06897960478
622	0.06886111175
623	0.06883020112
624	0.06866037801
625	0.06841126163
626	0.06825033585
627	0.06811090666
628	0.06796056296
629	0.06781551619
630	0.06768834478
631	0.06751920276
632	0.06739496292
633	0.06737798987
634	0.0673594553
635	0.06733650432
636	0.06720144864
637	0.06696976221
638	0.06686534868
639	0.06668026089
640	0.06657619015
641	0.06643194615
642	0.06626824806
643	0.06610853793
644	0.0659410254
645	0.06592093541
646	0.0657623844
647	0.06562612518
648	0.06541857315
649	0.06519979938
650	0.06511903544
651	0.06505667102
652	0.06490277924
653	0.06474689976
654	0.06462988064
655	0.06449830745
656	0.06430406599
657	0.06429259208
658	0.0641025436
659	0.06397679436
660	0.06382655373
661	0.06367286835
662	0.06353543993
663	0.06348523644
664	0.06335952939
665	0.06318592168
666	0.0630665917
667	0.06286906017
668	0.06274839506
669	0.06261928889
670	0.06243258362
671	0.06233495105
672	0.06218996344
673	0.06207408706
674	0.06194907389
675	0.06193620163
676	0.06191106857
677	0.06175206357
678	0.06173540102
679	0.06161320624
680	0.06152879199
681	0.06136377073
682	0.0611877697
683	0.06112240445
684	0.06110694921
685	0.06103021395
686	0.06089923059
687	0.06082938979
688	0.06068576785
689	0.06057266731
690	0.06036837977
691	0.06025862028
692	0.06018075313
693	0.06007101916
694	0.05998491701
695	0.05981342768
696	0.05968042703
697	0.05966323809
698	0.05965071167
699	0.05951913631
700	0.05937300163
701	0.05922744632
702	0.05908797797
703	0.05898617784
704	0.05885172449
705	0.05866851332
706	0.05859005643
707	0.05846502241
708	0.05835752693
709	0.05827375619
710	0.05807322488
711	0.05795292462
712	0.05794267236
713	0.05782423372
714	0.05768963315
715	0.05754460084
716	0.05738794958
717	0.05723160397
718	0.05709265653
719	0.0570818613
720	0.05692565504
721	0.05681302352
722	0.05680276098
723	0.05679044521
724	0.05663733293
725	0.05662906925
726	0.05642480693
727	0.05641517022
728	0.05640413436
729	0.05629742958
730	0.05617059614
731	0.05608426586
732	0.05594765636
733	0.05580314154
734	0.05568123733
735	0.05555941745
736	0.05539189887
737	0.05532481787
738	0.05522691405
739	0.05511593066
740	0.05498544252
741	0.05494198854
742	0.05478747166
743	0.05470279591
744	0.05456319932
745	0.05445971946
746	0.05436583851
747	0.0541724374
748	0.05416252407
749	0.05414744595
750	0.05404141975
751	0.05392876456
752	0.05380329895
753	0.05371608694
754	0.05360153748
755	0.05352278793
756	0.05351201055
757	0.0533941329
758	0.0532638337
759	0.05318255715
760	0.0530355189
761	0.05292952612
762	0.05282731124
763	0.05270627244
764	0.05261833582
765	0.0524267074
766	0.05229180252
767	0.05218089174
768	0.05203299584
769	0.05190359197
770	0.0517171706
771	0.05159989102
772	0.05147718936
773	0.05138513788
774	0.05124724096
775	0.05112975585
776	0.05099412613
777	0.05097107625
778	0.05082926889
779	0.0508206752
780	0.05071693057
781	0.05065633823
782	0.05054427761
783	0.05042986113
784	0.05027361323
785	0.05020772559
786	0.05019240172
787	0.05009238868
788	0.05001115094
789	0.04995804566
790	0.0499448901
791	0.0499367904
792	0.04984057541
793	0.04967356192
794	0.04954678255
795	0.04942019416
796	0.04941139347
797	0.0492689528
798	0.04918705283
799	0.04912460121
734
797	0.03715536261
798	0.03704008892
799	0.03693487925
.02488751179
796	0.02480387444
797	0.02474519094
798	0.02468782326
799	0.02468041632
5
798	0.01832567251
799	0.01825849539
